,name,lat,lng,address,genre,zipcode
442,TravelSort,40.780613,-73.946407,408 E 92nd St,NA,10028
443,Delgado Travel,40.798499,-73.940577,171 E 116th St,General Travel,10029
444,Empress Travel,40.782631,-73.95361199999999,1374 Lexington Ave,NA,10029
445,Veteran Traveller Office,40.79197911810956,-73.94970417022705,U.S.A,Offices,10029
446,BxM7 bus traveling on 5th Ave,40.79975474522557,-73.94759775788835,NA,General Travel,10029
447,Sunline Travel Inc.,40.824283599853516,-73.94879913330078,142 Hamilton Pl,Travel Agencies,10031
448,D And J's Travel Agency,40.821760999999995,-73.95053100000001,1608 Amsterdam Ave,Travel Agencies,10031
449,MOMA Travel Services,40.8195915222168,-73.95219421386719,1536 Amsterdam Ave,General Travel,10031
450,Travelers Rest Baptist Church,40.823218,-73.949466,1650 Amsterdam Ave,Churches,10031
451,Valle Verde Travel,40.83741572331248,-73.94223059630244,NA,General Travel,10032
452,Turissa Travel Inc,40.841465,-73.936131,2224 Amsterdam Ave,Offices,10032
453,Balbuena Business Travel,40.84502218,-73.93864135999999,4116 Broadway,Paper / Office Supplies Stores,10032
454,Delgado Travel,40.848216,-73.938164,4229 Broadway,General Travel,10032
455,Atlas Travel Group,40.849839,-73.93551500000001,4250 Broadway,Travel & Transport,10032
456,American Worldwide Travel,40.85029983520508,-73.93675994873047,714 W 181st St,General Travel,10032
457,Don Quixote Travel Agency,40.85039520263672,-73.93705749511719,720 W 181st St,Travel Agencies,10032
458,Traveling,40.847942,-73.935482,1520 Sedgwick Ave,NA,10032
459,Rivas Travel & Multi Services,40.852265,-73.934917,4321 Broadway,Travel Agencies,10033
460,Atlas Travel Group,40.849839,-73.93551500000001,4250 Broadway,Travel & Transport,10033
461,American Worldwide Travel,40.85029983520508,-73.93675994873047,714 W 181st St,General Travel,10033
462,Don Quixote Travel Agency,40.85039520263672,-73.93705749511719,720 W 181st St,Travel Agencies,10033
463,Delgado Travel,40.848216,-73.938164,4229 Broadway,General Travel,10033
464,Balbuena Business Travel,40.84502218,-73.93864135999999,4116 Broadway,Paper / Office Supplies Stores,10033
465,joselito travel,40.860820000000004,-73.926056,143 Nagle Ave,General Travel,10033
466,Acme,40.85116195678711,-73.93869018554688,125 18th st,Business Services,10033
467,Traveling,40.847942,-73.935482,1520 Sedgwick Ave,NA,10033
468,Rivas Travel & Multi Services,40.852265,-73.934917,4321 Broadway,Travel Agencies,10034
469,Tony's Travel,40.865047454833984,-73.92782592773438,4728 Broadway,Travel Lounges,10034
470,joselito travel,40.860820000000004,-73.926056,143 Nagle Ave,General Travel,10034
471,Elvin Travel Agency,40.865051,-73.918923,148 Post Ave,Travel Agencies,10034
472,American Worldwide Travel,40.85029983520508,-73.93675994873047,714 W 181st St,General Travel,10034
473,Don Quixote Travel Agency,40.85039520263672,-73.93705749511719,720 W 181st St,Travel Agencies,10034
474,Atlas Travel Group,40.849839,-73.93551500000001,4250 Broadway,Travel & Transport,10034
475,All Over Travel,40.874414,-73.91144561767578,5025 Broadway,Offices,10034
476,Acme,40.85116195678711,-73.93869018554688,125 18th st,Business Services,10034
477,Delgado Travel,40.798499,-73.940577,171 E 116th St,General Travel,10035
478,Nick Lugo Worldwide Travel,40.807757,-73.920345,486 E 138th St,Travel Agencies,10035
479,Delgado Travel,40.806906282433026,-73.91773493565206,546 E 138th St Frnt 1,Travel Agencies,10035
480,"Travel, Tours and Fares",40.75995403611524,-73.98773480203505,4W 43 St.  Suite 320,General Travel,10036
481,Budget Travel,40.75422375287519,-73.98849346265581,499 Fashion Ave Fl 18,Offices,10036
482,The Travel Inn,40.7601242,-73.9961543,515 W 42nd St,Hotels,10036
483,CIRE Travel,40.7620791,-73.98460990000001,1633 Broadway Fl 35,Travel Agencies,10036
484,BlueOrange Travel - NYC Travel Agency,40.7620853,-73.9846163,1633 Broadway Fl 35,Travel Agencies,10036
485,Tzell Travel Group,40.7541834,-73.9860791,​119 W 40th​ St,Travel Agencies,10036
486,Roberta Sonnino Travel Inc. (ALTOUR),40.760128021240234,-73.98001861572266,1270 Avenue of the Americas Fl 4,General Travel,10036
487,Last Moment Travel Club,40.75669479370117,-73.98006439208984,21 W 46th St,Tourist Information Centers,10036
488,Travel Auto Bag,40.75782,-73.99333,264 W 40th St,NA,10036
489,Travel Traders,40.758473933859996,-73.98556544606153,"1535 Broadway, 8th Floors",Gift Shops,10036
490,American Express Global Business Travel,40.75594082420385,-73.98663291000051,7 Times Sq,Offices,10036
491,Travel 2.0 Meetup,40.761012,-73.985559,NA,General Entertainment,10036
492,Atlas Travel Solutions,40.759475,-73.984092,NA,Tourist Information Centers,10036
493,HotelsPro Travel Wholesaler,40.755314,-73.993501,330 W 38th St,Offices,10036
494,RMP Travel,40.7545855,-73.99193860000003,555 8th Ave,Business Services,10036
495,New World Travel,40.75831029512206,-73.99622440338135,1040 Avenue of American,Tourist Information Centers,10036
496,RMP Travel,40.76357395562221,-73.98846365422825,355 W 52nd St,Offices,10036
497,Travel Inn Luxery Swimming Pool,40.760482,-73.996033,NA,Pools,10036
498,NYSKY Travel,40.754913216520784,-73.99401426315308,357 W 37th St,Travel Agencies,10036
499,Inspo Travel,40.7551234,-73.9854633,"130 West 42nd St, Suite 401",NA,10036
500,Intergalactic Travel Bureau,40.753868103027344,-73.99181365966797,266 W 37th St,Performing Arts Venues,10036
501,IACE Travel,40.753999,-73.992402,535 8th Ave Fl 8,Travel Agencies,10036
502,Stealth Travel,40.760627,-73.983186,NA,Corporate Cafeterias,10036
503,Business World Travel,40.75351532515499,-73.98873567581177,262 W 38th St Rm 1001,Travel Agencies,10036
504,"Travel, Tours & Fares",40.75765036318693,-73.98282215130382,4W 43 St. Suite 320,General Travel,10036
505,Alpha International Travel,40.75402069091797,-73.98590087890625,119 W 40th St Fl 12,Travel Agencies,10036
506,Travel Leaders Technology,40.753943,-73.98601,119 W 40th St,Buildings,10036
507,Travel + Leisure,40.75607080141273,-73.9828539492645,1120 Avenue of the Americas,General Travel,10036
508,Gwe Travel,40.76364616666539,-73.98448649798601,60 E 42nd St Ste 1352,General Travel,10036
509,New World Travel,40.753027572777626,-73.9854870120816,NA,Offices,10036
510,New Wave Travel Magazine,40.75977309846517,-73.98098945617674,1221 Avenue of the Americas,General Entertainment,10036
511,Turkey Tours - Travel Services for Greece and Egypt,40.7583,-73.9808,64 W 48th St Ste 1103,NA,10036
512,Travel Money USA Broadway,40.763636,-73.982969,1691 Broadway,Financial or Legal Services,10036
513,BCD Travel,40.756347999999996,-73.98113000000001,45 W 45th St,Offices,10036
514,Casa do Brasil Travel Agency,40.7561033763152,-73.98111187659049,4W 43 St. Suite 320,General Travel,10036
515,Schwartz Travel Services,40.75647735595703,-73.98076629638672,34 W 46th St,General Travel,10036
516,BACC Travel,40.75675765038558,-73.98051499861116,16 W 46th St,General Travel,10036
517,Vip Travel Club,40.75803226004038,-73.9997737385329,NA,General Travel,10036
518,Travel Worldwide Cheap,40.76035821078918,-73.98008823394775,1271 Avenue of the Americas Ste 4300,Travel Agencies,10036
519,Euro lloyd travel group,40.75223517022994,-73.9849800600919,57 38st,Offices,10036
520,H & S Travel & Tours,40.75252151489258,-73.98426055908203,37 W 39th St Rm 1003,General Travel,10036
521,Cruise Planners - American Express Travel / Irina Porter,40.75481569016998,-73.9798092842102,521 5th Ave,General Travel,10036
522,Kristal Travel,40.755028,-73.979159,545 5th Ave Ste 833,Travel Agencies,10036
523,Journey Corp. Travel Agency,40.755324,-73.97847,NA,General Travel,10036
524,Schwartz Luggage Storage NYC,40.754440080925114,-73.99469247492767,357 w 37th St Ground Floor,General Travel,10036
525,Puerto Rican Traveling Theatre,40.760685058108606,-73.98799322584604,304 W 47th St,Indie Theaters,10036
526,SpeetyTravels.Com,40.7620718,-73.98883639999997,353 W 48th St Fl 4,Hotels,10036
527,Travelex Currency Services,40.75944137573242,-73.98487854003906,1578 Broadway,Currency Exchanges,10036
528,CN Traveler,40.756611481698464,-73.9857089227426,4 Times Sq,NA,10036
529,Accomplished Traveler,40.75526415169696,-73.99364852853084,"330 W 38h St, Manhattan, NY 10018",General Travel,10036
530,Pamo Executive Travel,40.81606,-73.934798,2333 5th Ave,Transportation Services,10037
531,Royalty Travel,40.707631,-74.007472,75 Maiden Ln Rm 803,General Travel,10038
532,Great Wall Travel,40.71206099797075,-73.99578988552094,94 Madison St,Travel Agencies,10038
533,East Travel Service,40.713595641061744,-73.99837462139024,2 Mott St,General Travel,10038
534,Travel Squire,40.71017424838853,-74.00970250368118,15 Maiden Ln Ste 1001,Hostels,10038
535,Bob Batter Travel Agency,40.7061882019043,-74.00999450683594,45 Wall St,Miscellaneous Shops,10038
536,empire travel agency,40.704379,-74.009012,10 Hanover Sq,Transportation Services,10038
537,Travel Agency,40.70657228240375,-74.01027628647813,NA,Offices,10038
538,Happy Travel Inc,40.713631,-73.995304,56 E Broadway,Travel Agencies,10038
539,Sarah's Travel Inc.,40.71399688720703,-73.99533081054688,45 Division St #3FL,Tourist Information Centers,10038
540,Lucas Stoffel Travel Influencer,40.7035612,-74.0101793,42 Water St,Photography Studios,10038
541,Tennessee Travel,40.713355,-73.992144,19 Pike St,Bus Stations,10038
542,Focus Travel Agency,40.71399132576555,-73.99248384288157,120 E Broadway,Bus Stations,10038
543,Veteran Traveller Hospital,40.70823051511181,-74.00193214416504,New York,Medical Centers,10038
544,Veteran Traveller University,40.707287092735534,-74.00270462036133,New York,College Quads,10038
545,Jade Travels Suite 308,40.71126772118718,-74.00146774824516,NA,Doctor's Offices,10038
546,Traveling NYC Style,40.70509519531675,-74.00759233663848,99 Wall St,Tour Providers,10038
547,Travelnista On The Move LLC.,40.704281,-74.0082994,165 Broadway 23rd Floor,Business Services,10038
548,"Jade Travels Suite 706 David Cheng, D.D.S.",40.71410126049783,-73.99754824880391,NA,Dentist's Offices,10038
549,ShermansTravel,40.7053042766687,-74.00942988103468,5 Hanover Sq,Offices,10038
550,TravelSquire.com Offices,40.70838313762132,-74.01037957637672,15 Maiden Ln,General Travel,10038
551,Travelex Currency Services,40.712154388427734,-74.00981903076172,30 Vesey St,Currency Exchanges,10038
552,Valle Verde Travel,40.83741572331248,-73.94223059630244,NA,General Travel,10039
553,Turissa Travel Inc,40.841465,-73.936131,2224 Amsterdam Ave,Offices,10039
554,Balbuena Business Travel,40.84502218,-73.93864135999999,4116 Broadway,Paper / Office Supplies Stores,10039
555,Rivas Travel & Multi Services,40.852265,-73.934917,4321 Broadway,Travel Agencies,10040
556,joselito travel,40.860820000000004,-73.926056,143 Nagle Ave,General Travel,10040
557,Tony's Travel,40.865047454833984,-73.92782592773438,4728 Broadway,Travel Lounges,10040
558,Weill Cornell Travel Medicine,40.76490020751953,-73.95552062988281,450 E 69th St,Doctor's Offices,10044
559,Yellow Bike Travels,40.75924301147461,-73.95995330810547,NA,Moving Targets,10044
560,Yellow Bike Travels,40.75420379638672,-73.94715881347656,NA,Other Great Outdoors,10044
561,So Fine Travel,40.76233573257923,-73.96315008401871,1173A 2nd Ave #190,Travel Agencies,10065
562,Travel + Leisure's Global Bazaar,40.767250061035156,-73.96554565429688,643 Park Ave,Arts & Entertainment,10065
563,Travel Health Services,40.769206,-73.965921,50 E 69th St,Doctor's Offices,10065
564,Weill Cornell Travel Medicine,40.76490020751953,-73.95552062988281,450 E 69th St,Doctor's Offices,10065
565,Liberty Travel,40.760973,-73.968572,143 E 57th St,Travel Agencies,10065
566,The Travel House,40.76244354248047,-73.9718246459961,599 Madison Ave,Travel Agencies,10065
567,The New York Center for Travel and Tropical Medicine,40.7598734,-73.9712088,110 E 55th St Fl 16,Medical Centers,10065
568,Zahid International Travels,40.75964307280483,-73.96165609359741,"New York, NY 10001",Miscellaneous Shops,10065
569,Rupert the traveling hot spot,40.760639,-73.96914,NA,NA,10065
570,Traveler's Medical Service,40.76283012232359,-73.97192893345981,595 Madison Ave,Medical Centers,10065
571,Walt Disney Corporate Travel,40.776191622527634,-73.987626588654,NA,Offices,10069
572,Lanciani Travel Jewelry,40.772743225097656,-73.96495056152344,922 Madison Ave,Jewelry Stores,10075
573,TravelMD,40.77510452270508,-73.96469116210938,952 5th Ave Apt 1D,Doctor's Offices,10075
574,Imperial Travel,40.74993919022358,-73.99253368377686,NA,Moving Targets,10119
575,"Envision Travel Group, Inc.",40.7512148,-73.9922255,"1 Pennsylvania Plaza, Suite 3600",Travel Agencies,10119
576,Travel Medicine Consultations,40.7782225,-73.9549804,"178 East 85th Street, Third Floor",Medical Centers,10128
577,Empress Travel,40.782631,-73.95361199999999,1374 Lexington Ave,NA,10128
578,TravelSort,40.780613,-73.946407,408 E 92nd St,NA,10128
579,Travel Document Systems,40.7515507,-73.97892209999998,100 Park Ave Ste 1646,General Travel,10165
580,Pisa Brothers Travel,40.752697999999995,-73.975851,NA,NA,10170
581,Skylark Travel Group,40.751232,-73.97451,666 3rd Ave Fl 4,Offices,10174
582,Ovation Travel & Amex Gbt,40.751102,-73.974464,666 3rd Ave,Offices,10174
583,Elite Traveler Magazine,40.75208120013346,-73.97396643680298,708 3rd Ave,Offices,10174
584,Travel Agency,40.750594,-73.998808,224 W 30th St,NA,10199
585,TravelSquire.com Offices,40.70838313762132,-74.01037957637672,15 Maiden Ln,General Travel,10271
586,American Express Travel Services,40.713352888300584,-74.01585352352586,200 Vesey St,Offices,10280
587,Complete Travel Visa Center,40.708548,-74.014712,40 Rector St Rm 1502,Travel Agencies,10280
588,TravelPaperplane.com,40.70243964288751,-74.01476383209229,NA,General Travel,10280
